id,hospital_name,site_name,lat,lon,geo_qual,street,house_number,postcode,city,cc,country,cap_beds,cap_prac,cap_rooms,emergency,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date,comments
378,Spitalul Orasenesc Bicaz,,46.908764,26.092873,-1,,,,,RO,Romania,50,,,,,,,,,,,16/04/2020,
189,Spitalul Judetean de Urgenta Ploiesti,,44.962779,26.009048,-1,,,,,RO,Romania,1160,,,,,,,,,,,16/04/2020,
200,Spitalul de Ortopedie si Traumatologie Azuga,,45.433876,25.552053,-1,,,,,RO,Romania,95,,,,,,,,,,,16/04/2020,
221,Spitalul Municipal Campulung Moldovenesc Consiliul Local Campulung Moldovenesc,,47.532393,25.544103,-1,,,,,RO,Romania,246,,,,,,,,,http: // smcm.suceava.astral.ro,,16/04/2020,
222,Spitalul Municipal Falticeni,,47.463151,26.297311,-1,,,,,RO,Romania,393,,,,,,,,,,,16/04/2020,
210,Spitalul Orasenesc Dr. I. Pușcaș Simleul Silvaniei Consiliul Local Simleul Silvaniei,,47.227241,22.804152,-1,,,,,RO,Romania,215,,,,,,,,,spitalsimleu.ro,,16/04/2020,
327,Spitalul Clinic Judetean de Urgenta Timisoara P. Brinzeu,,45.738368,21.240333,-1,,,,,RO,Romania,1174,,,,,,,,,www.hosptm.ro,,16/04/2020,
206,Spitalul Orasenesc Negresti-Oas Consiliul Judetean Satu Mare,,47.871511,23.427883,-1,,,,,RO,Romania,244,,,,,,,,,www.spitalnegrestioas.ro,,16/04/2020,
356,Spitalul Clinic de Obstetrica si Ginecologie Filantropia,,44.453251,26.082058,-1,,,,,RO,Romania,264,,,,,,,,,spitalulfilantropia.ro,,16/04/2020,
95,Spitalul Orasenesc Harsova,,44.684277,27.954712,-1,,,,,RO,Romania,64,,,,,,,,,,,16/04/2020,
207,Spitalul de Pneumoftiziologie Satu Mare,,47.791629,22.885635,-1,,,,,RO,Romania,188,,,,,,,,,,,16/04/2020,
380,Spitalul Orasenesc Urlati,,44.990723,26.240823,-1,,,,,RO,Romania,67,,,,,,,,,,,16/04/2020,
333,Spitalul Comunal N. Saveanu Vidra,,45.911489,26.908001,-1,,,,,RO,Romania,56,,,,,,,,,runos.spvidra@gmail.com,,16/04/2020,
132,Spitalul Municipal Gheorghieni Consiliul Local Gheorghieni,,46.723252,25.602093,-1,,,,,RO,Romania,200,,,,,,,,,www.spitalgh.ro,,16/04/2020,
253,Spitalul de Pneumoftiziologie C. Anastasiu Mihaesti Consiliul Judetean Valcea,,45.021832,24.23849,-1,,,,,RO,Romania,148,,,,,,,,,www.anastaspital.ro,,16/04/2020,
86,Spitalul Orasenesc Huedin Consiliul Local Huedin,,46.8624083,23.0155114,-1,,,,,RO,Romania,165,,,,,,,,,www.spitalulhuedin.ro,,16/04/2020,
228,Spitalul de Psihiatrie Cronici Siret Consiliul Local Siret,,47.9511056,26.0678619,-1,,,,,RO,Romania,210,,,,,,,,,www.psihiatriesiret.ro,,16/04/2020,
224,Spitalul Municipal Vatra Dornei Consiliul Local Vatra Dornei,,47.347943,25.358355,-1,,,,,RO,Romania,183,,,,,,,,,spitalvatradornei.ro,,16/04/2020,
352,Spitalul Clinic de Urgenta pentru Copii M.S. Curie,,44.389774,26.109095,-1,,,,,RO,Romania,473,,,,,,,,,www.mscurie.ro,,16/04/2020,
347,Spitalul Clinic de Urgenta Sf. Pantelimon,,44.441808,26.173167,-1,,,,,RO,Romania,525,,,,,,,,,www.urgentapantelimon.zedwebsolutions.ro,,16/04/2020,
157,Spitalul Orasenesc Harlau Consiliul Local Harlau,,47.430351,26.899767,-1,,,,,RO,Romania,118,,,,,,,,,www.spitaluloraseneschirlau.info,,16/04/2020,
238,Spitalul Municipal Lugoj Consiliul Local Lugoj,,45.690563,21.888553,-1,,,,,RO,Romania,363,,,,,,,,,www.smlugoj.ro,,16/04/2020,
172,Spitalul Clinic Judetean Mures Consiliul Judetean Mures,,46.545919,24.566358,-1,,,,,RO,Romania,1182,,,,,,,,,www.spitaljudeteanmures.ro,,16/04/2020,
332,Spitalul de Psihiatrie Cronici Dumbraveni,,45.549832,27.105385,-1,,,,,RO,Romania,135,,,,,,,,,www.spdumbraveni.ro,,16/04/2020,
255,Spitalul Municipal Adjud,,46.097519,27.182922,-1,,,,,RO,Romania,173,,,,,,,,,,,16/04/2020,
131,Spitalul Municipal Odorheiu Secuiesc Consiliul Local Odorheiu Secuiesc,,46.307273,25.300344,-1,,,,,RO,Romania,553,,,,,,,,,www.hospital-odorhei.ro,,16/04/2020,
178,Spitalul Sovata - Niraj,,46.593699,25.071241,-1,,,,,RO,Romania,33,,,,,,,,,,,16/04/2020,
248,Spitalul de Psihiatrie Murgeni Consiliul Local Murgeni,,46.205349,28.020587,-1,,,,,RO,Romania,,,,,,,,,,www.spitalulmurgeni.ro,,16/04/2020,
