id,hospital_name,site_name,lat,lon,geo_qual,street,house_number,postcode,city,cc,country,cap_beds,cap_prac,cap_rooms,emergency,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date,comments
299,FVO AMBROME PARTNER OOD,,42.6689432,26.3341427,1,UL.XADN DIMITAR,68,,GR. SLIVEN,BG,Bulgaria,21,,,,,,,,,,01/01/12,16/04/2020,
300,CIBAL ELIN PELIN OOD,,42.6640481,23.6006284,1,UL.HEALTH,17,,ELIN PELIN,BG,Bulgaria,30,,,,,,,,,,01/01/12,16/04/2020,
301,CDBAL MEDIA ALFA EOOD,,42.1401995,24.7467095,1,KUL.VELICAN TARNOVO,21,,PLOVDIV,BG,Bulgaria,30,,,,,,,,,,01/01/12,16/04/2020,
302,FVO MEDIKUS OOD,,43.8492971,25.9523624,1,TAIWAN,43,,RUSE,BG,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,
303,СЛОВИ ПЛОВИ ПАПОВ ООД,,43.2394387,26.5674841,1,VPR,16,,TARGOVISHTE,BG,Bulgaria,31,,,,,,,,,,01/01/12,16/04/2020,
304,TEMELKOV OOD,,43.2107945,27.9069149,1,UL.ALEKO KONSTANTINOV,5,,VARNA,BG,Bulgaria,20,,,,,,,,,,01/01/12,16/04/2020,
305,FVO,,42.4237575,25.628078,1,C. BY-CATCHES,12A,,STARA ZAGORA,BG,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,
306,SKINC SYSTEM EOOD,,42.6322301,23.6890179,1,ULL,32,,MR DOGOANCES,BG,Bulgaria,30,,,,,,,,,,01/01/12,16/04/2020,
307,UB TO THE COUNCIL OF MINISTERS LOZENETZ,,42.6635037,23.3117545,1,"/LOZENETZ,  UL.KOZAK",1,,SOFIA,BG,Bulgaria,154,,,,,,,,,,01/01/12,16/04/2020,
308,MR UMBAL ALEKSANDROVSKA EAD,,42.6853614,23.3079994,1,UL.GEORGI SOFIA,1,,SOFIA,BG,Bulgaria,860,,,,,,,,,,01/01/12,16/04/2020,
309,MR UMBAL D-P D. STRANDZHA EAD,,43.4160292,24.6283382,1,UL.GEORGI KOCHEV,8A,,PLEVEN,BG,Bulgaria,922,,,,,,,,,,01/01/12,16/04/2020,
310,MR OMBAL SVETI GEORGI EAD,,42.1383479,24.7114491,1,BUL.PENCHEROCS ROAD,66,,PLOVDIV,BG,Bulgaria,1345,,,,,,,,,,01/01/12,16/04/2020,
311,MR OMBAL SVETI IVAN RILSKI EAD,,42.6825182,23.3025867,1,BUL.AKE IVAN GESHOV,15,,SOFIA,BG,Bulgaria,263,,,,,,,,,,01/01/12,16/04/2020,
312,УВАЖАЕМА ГОСПОДИЕ,,42.700699,23.3396816,1,UL.BRALOROSEA,8,,SOFIA,BG,Bulgaria,429,,,,,,,,,,01/01/12,16/04/2020,
313,UMBALT N.I. PIROGOV T,,42.6901642,23.3071411,1,BUL.TODELEBEN,21,,SOFIA,BG,Bulgaria,807,,,,,,,,,,01/01/12,16/04/2020,
314,USBALE AK.IVAN PENCHEV EAD,,42.6834528,23.3115184,1,UL.HEALTH,2,,SOFIA,BG,Bulgaria,101,,,,,,,,,,01/01/12,16/04/2020,
315,BCC BURGAS EOOD,,42.5007338,27.4740869,1,CONCENTRATED,89,,BURGAS,BG,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,
316,CCU BLAGOEVGRAD EOOD,,42.0237217,23.0927253,1,UL.BRATZ MILADINOVI,21,,BLAGOEVGRAD,BG,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,
317,CCU VELIKO TURNOVO EOOD,,43.0847082,25.6320101,1,BUL.BULZLA,1,,VELIKO TARNOVO,BG,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,
318,CCU VRATSA,,43.1960488,23.559038,1,UL.WARTORI JUNE 68,,,VRATSA,BG,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,
319,CCU PLOVDIV,,42.1307417,24.7468007,1,UL.DASME GRUEV,1A,,PLOVDIV,BG,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,
320,CCCC SLIVEN EOOD,,42.6749107,26.3266325,1,BUL.HADJI DIMITAR,41A,,GR. SLIVEN,BG,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,
321,CCU SOFIA EOOD,,42.66462,23.2969755,1,BULLLIEV,8,,SOFIA,BG,Bulgaria,0,,,,,,,,,,01/01/12,16/04/2020,
322,CCU STARA ZAGORA EOOD,,42.4261393,25.6113732,1,UL.GEN.STOLOTOV,,,STARA ZAGORA,BG,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,
323,CCU HASKOVO,,41.9294373,25.5120349,1,MR V.BOOLRECEQS,,,HASKOVO,BG,Bulgaria,10,,,,,,,,,,01/01/12,16/04/2020,
324,PO BLAGOEVGRAD,,42.0237217,23.092382,1,UL.BRATZ MILADINOVI,21,,BLAGOEVGRAD,BG,Bulgaria,110,,,,,,,,,,01/01/12,16/04/2020,
325,POZ VELIKO TURNOVO EOOD,,43.085627,25.6311303,1,BUL.BULZLA,1,,VELIKO TARNOVO,BG,Bulgaria,85,,,,,,,,,,01/01/12,16/04/2020,
326,POZ VRATSA,,43.1944767,23.5558623,1,UL.BELASICA,1,,VRATSA,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
327,PO DR. STANCHEV — DOBRICH EOOD,,43.5629401,27.8179729,1,MR OPOULOS OF HITOV,24,,DOBRICH,BG,Bulgaria,95,,,,,,,,,,01/01/12,16/04/2020,
328,PO EOOD,,41.9272981,25.5041814,1,MR V.BOOLRECEQS,,,HASKOVO,BG,Bulgaria,80,,,,,,,,,,01/01/12,16/04/2020,
329,PO PLOVDIV EOOD,,42.1360088,24.7114438,1,BUL.PENCHEROCS ROAD,68,,PLOVDIV,BG,Bulgaria,290,,,,,,,,,,01/01/12,16/04/2020,
330,POK PROF. N.SCIKOVENSKI EOOD,,42.7007542,23.327153,1,UL.EKARX YOSIF,59,,SOFIA,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
331,POZ PROF. DR. IVAN TEMKOV — BURGAS EOOD,,42.5138947,27.4743444,1,['MR J.LAZCOE'],,,BURGAS,BG,Bulgaria,253,,,,,,,,,,01/01/12,16/04/2020,
332,PO RUSE EOOD,,43.8670457,25.990026,1,UL.TUTRAKAN,20,,RUSE,BG,Bulgaria,175,,,,,,,,,,01/01/12,16/04/2020,
333,PO SOFIA EOOD,,42.705749,23.3329332,1,BUL.CONTROLACTIVITYA,309,,SOFIA,BG,Bulgaria,70,,,,,,,,,,01/01/12,16/04/2020,
334,PO STARA ZAGORA EOOD,,42.4226487,25.6099999,1,UL.ARMESKA,16,,STARA ZAGORA,BG,Bulgaria,40,,,,,,,,,,01/01/12,16/04/2020,
335,CPSS SMOLYAN EOOD,,41.5721501,24.7859824,1,UL.H.H.P.HRGEORGEV,12,,SMOLYAN,BG,Bulgaria,40,,,,,,,,,,01/01/12,16/04/2020,
336,IV MPHAN EAD,,42.6933579,23.3112609,1,BUL.MACEDONIA,36,,SOFIA,BG,Bulgaria,95,,,,,,,,,,01/01/12,16/04/2020,
337,VMA MPHAL VARNA,,43.228078,27.926265,1,UL.HRWTO SMIRNENSKI,3,,VARNA,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
338,VMA MPHAL PLEVEN,,43.4163201,24.6282681,1,UL.GEORGI KOCHEV,6,,PLEVEN,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
339,PLOVDIV PLOVDIV,,42.1370563,24.7564442,1,BUL.HYRWTO-BOTEV,81,,PLOVDIV,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
340,VMA MPHAL SLIVEN,,42.676222,26.335872,1,UL.PUSHKIN,2,,GR. SLIVEN,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
341,SOFIA,,42.6839181,23.3036971,1,"ECHA,  SOFIA",3,,SOFIA,BG,Bulgaria,1433,,,,,,,,,,01/01/12,16/04/2020,
342,SECOND SOFIA EAD,,42.7060131,23.3185351,1,BUL.HYRWTO-BOTEV,120,,SOFIA,BG,Bulgaria,230,,,,,,,,,,01/01/12,16/04/2020,
343,SECOND SAGGAL SHEYANOVO EAD,,42.6925497,23.3399981,1,UL.XEYCEQS,19,,SOFIA,BG,Bulgaria,174,,,,,,,,,,01/01/12,16/04/2020,
344,BPB WHITE,,43.4667652,25.7211185,1,PL,3,,WHITE,BG,Bulgaria,290,,,,,,,,,,01/01/12,16/04/2020,
345,MAD D-Q:,,42.2860244,25.9228635,1,UL.MAY PETROVA,1,,RADNEVO,BG,Bulgaria,510,,,,,,,,,,01/01/12,16/04/2020,
346,PBDP CARION,,43.4731189,28.0214775,1,SG,,,CARICOM,BG,Bulgaria,90,,,,,,,,,,01/01/12,16/04/2020,
347,GDPB,,43.1807715,24.0669036,1,RAILWAY STATION,,,MR CARLUCEQES,BG,Bulgaria,215,,,,,,,,,,01/01/12,16/04/2020,
348,BG KARDJALI,,41.6515351,25.3773236,1,COUNTED,44,,KARDZHALI,BG,Bulgaria,320,,,,,,,,,,01/01/12,16/04/2020,
349,GDPB TREATMENT OF DRUG ADDICTION AND ALCOHOLISM,,42.7019369,23.3045822,1,VPR,117,,SOFIA,BG,Bulgaria,40,,,,,,,,,,01/01/12,16/04/2020,
350,BPB LOVECH,,43.131505,24.7100759,1,UL.JAZBATENBERD,43,,LOVECH,BG,Bulgaria,250,,,,,,,,,,01/01/12,16/04/2020,
351,MAD PAZARDZHIK,,42.183909,24.34024,1,BLUEFIN,28,,PAZARDZHIK,BG,Bulgaria,100,,,,,,,,,,01/01/12,16/04/2020,
352,MSW IVAN RILSKI,,42.8277016,23.3689499,1,КВВРОПОВ,,,NOVI ISKAR,BG,Bulgaria,160,,,,,,,,,,01/01/12,16/04/2020,
353,SBB SEVLIEVO,,43.0198272,25.1046878,1,UL.VISEMM,33,,SEVLIEVO,BG,Bulgaria,118,,,,,,,,,,01/01/12,16/04/2020,
354,ZEB TSAREIN BROD,,43.3275425,27.0167112,1,HCL,30,,TSAREIN BROD,BG,Bulgaria,180,,,,,,,,,,01/01/12,16/04/2020,
355,GWD CEREVA KORIA,,43.0344389,25.7453227,1,C.CEREVA KORIA,,,CEREVA KORIA,BG,Bulgaria,140,,,,,,,,,,01/01/12,16/04/2020,
356,DSBLVB GROUP YOANA EOOD,,42.8671104,25.4774451,1,ULL,49,,TRYAVNA,BG,Bulgaria,155,,,,,,,,,,01/01/12,16/04/2020,
357,PLOVDIV EOOD,,42.1386462,24.7346663,1,BUL.BAA ABY-CATCH,15A,,PLOVDIV,BG,Bulgaria,240,,,,,,,,,,01/01/12,16/04/2020,
358,KOZ STARA ZAGORA EOOD,,42.4239594,25.611223,1,UL.ARMESKA,11,,STARA ZAGORA,BG,Bulgaria,162,,,,,,,,,,01/01/12,16/04/2020,
359,KOZ VELIKO TARNOVO EOOD,,43.0851529,25.6334531,1,BUL.BULZLA,1,,VELIKO TARNOVO,BG,Bulgaria,206,,,,,,,,,,01/01/12,16/04/2020,
360,KZ SHUMEN EOOD,,43.2764476,26.9181991,1,UL.BAA ABY-CATCH,63,,SHUMEN,BG,Bulgaria,139,,,,,,,,,,01/01/12,16/04/2020,
361,KOZ BURGAS EOOD,,42.5000101,27.4782872,1,BUL.DEMACID,86,,BURGAS,BG,Bulgaria,124,,,,,,,,,,01/01/12,16/04/2020,
362,VRATSA EOOD,,43.194551,23.5692787,1,UL.WARTORI JUNE 68,,,VRATSA,BG,Bulgaria,160,,,,,,,,,,01/01/12,16/04/2020,
363,KZ -RUSE EOOD,,43.8581923,25.9597009,1,COUNTED,2,,RUSE,BG,Bulgaria,137,,,,,,,,,,01/01/12,16/04/2020,
364,VIS À VIS MEDIA LTD,,43.4114115,24.616743,1,ULVSKOG,7A,,PLEVEN,BG,Bulgaria,170,,,,,,,,,,01/01/12,16/04/2020,
365,MPHAT AYTOS EOOD,,42.6976476,27.2635603,1,UL.XEYCEQS,5,,AYTOS,BG,Bulgaria,70,,,,,,,,,,01/01/12,16/04/2020,
366,MEDIA EOOD,,43.0206371,25.0944203,1,UL.STEFAN PASHEV,78,,SEVLIEVO,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
367,MPHAL ARDINO EOOD,,41.5799393,25.1346266,1,US SOFIA,14,,ARDINO,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
368,MPHAL ASENOVGRAD EOOD,,42.0159424,24.8803854,1,UL.ALEKSANDER STAMBOLIYSKI,28,,ASENOVGRAD,BG,Bulgaria,214,,,,,,,,,,01/01/12,16/04/2020,
369,MPHAT BALCHIK EOOD,,43.4105814,28.1593966,1,UL.D-P ZLATKO PETKOV,1,,BALCHIK,BG,Bulgaria,88,,,,,,,,,,01/01/12,16/04/2020,
370,BNAL BELENE EOOD,,43.6455592,25.113802,1,UL.EGEC MILEV,47,,BELENE,BG,Bulgaria,38,,,,,,,,,,01/01/12,16/04/2020,
371,BELOGRADCHIK EOOD,,43.625879,22.6920354,1,HCL,34,,BELOGRADCHIK,BG,Bulgaria,65,,,,,,,,,,01/01/12,16/04/2020,
372,MBAL BERKOVITSA EOOD,,43.2357612,23.1353617,1,UL.ALEXANDROWSKA,65,,BERKOVICA,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
373,MPHAT BLAGOEVGRAD AD,,42.0239608,23.0922532,1,UL.SLAV,60,,BLAGOEVGRAD,BG,Bulgaria,258,,,,,,,,,,01/01/12,16/04/2020,
374,EUROPE EOOD,,42.6895353,23.3068541,1,BUL.PENCH SLAVEIKOV 2,,,SOFIA,BG,Bulgaria,32,,,,,,,,,,01/01/12,16/04/2020,
375,BOTEVGRAD,,42.9075157,23.8019657,1,UL.BOZZHEA BOZHILOV,1,,BOTEVGRAD,BG,Bulgaria,120,,,,,,,,,,01/01/12,16/04/2020,
376,БУРГАС — БУРГАС АД,,42.5132937,27.4664801,1,BUL.ST.ST.STAMOBOV,73,,BURGAS,BG,Bulgaria,509,,,,,,,,,,01/01/12,16/04/2020,
377,MPHV WHITE SLATINA EOOD,,43.4784597,23.9291131,1,ZUL.ZUL.ZUL.ZUL.ZUL.ZUL.ZUL.ZUL.ZEDIRON,1,,BYALA SLATINA,BG,Bulgaria,110,,,,,,,,,,01/01/12,16/04/2020,
378,MPHAT VARNA EOOD,,43.1977715,27.9135641,1,"VARNA,  PL.SLAVIEYKOV",1,,VARNA,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
379,MPHAL VELIKI PRESLAV EOOD,,43.1652635,26.8130511,1,UL.LYULBEN KARAVELOV,51,,VELIKI PRESLAV,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
380,MPHAL VELINGRAD EOOD,,42.0186605,23.9871454,1,BUL.SINGLE,49,,VELINGRAD,BG,Bulgaria,149,,,,,,,,,,01/01/12,16/04/2020,
381,(A) BILA MEDIA LTD.,,43.1956343,23.5584855,1,UL.WARTORI JUNE 68,,,VRATSA,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
382,(A) MBAL VITA EOOD,,42.69611,23.3543587,1,"['UL.DRAGUVICA', ' 9']",,,SOFIA,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
383,IBAL GULYANTSI EOOD,,43.6398488,24.6957368,1,UL.VASSILL LEVSKI,34,,GULYANTSI,BG,Bulgaria,66,,,,,,,,,,01/01/12,16/04/2020,
384,MR DOBROE EAD,,42.1408061,25.8583295,1,UL.ALEKO KONSTANTINOV,10,,GALABOVO,BG,Bulgaria,80,,,,,,,,,,01/01/12,16/04/2020,
385,MARIE INNOVA MARIA EOOD,,42.605987,27.3857993,1,['KC.VETREEN'],,,BURGAS,BG,Bulgaria,129,,,,,,,,,,01/01/12,16/04/2020,
386,MPHAL DEVNYA EOOD,,43.2231873,27.5865787,1,LU.FRRIKRA,10A,,DEVNYA,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
387,MPHAT DOBRICH AD,,43.5624581,27.8167874,1,MR OPOULOS OF HITOV,24,,DOBRICH,BG,Bulgaria,352,,,,,,,,,,01/01/12,16/04/2020,
388,BRAND CONFIDENCE AD,,42.6847305,23.2459706,1,"Ž.KOHCOPEL2,  UL.FRIDANGER",2,,SOFIA,BG,Bulgaria,104,,,,,,,,,,01/01/12,16/04/2020,
389,DR HRISTO TODOMBSKI EOOD,,42.6207284,25.4035342,1,UL.STROADGORSKA,16,,KAZANLAK,BG,Bulgaria,252,,,,,,,,,,01/01/12,16/04/2020,
390,MR ATANAS DAFOVSKY AD,,41.646252,25.3753924,1,BUL.BELOMARSKI,53,,KARDZHALI,BG,Bulgaria,345,,,,,,,,,,01/01/12,16/04/2020,
391,DR BRATAN ŠUKEROV AD SMOLYAN,,41.5734222,24.7187233,1,BUL.BULGARIA,2,,SMOLYAN,BG,Bulgaria,323,,,,,,,,,,01/01/12,16/04/2020,
392,DR DIMITAR PAVLOADIS EOOD,,43.6135218,25.3455877,1,UL.PETER ANGELOV,18,,SVISHTOV,BG,Bulgaria,106,,,,,,,,,,01/01/12,16/04/2020,
393,DR DIMITAR CHAXMASOV EOOD,,42.2917388,25.9449112,1,MR GEORGI DIMITROV,42,,RADNEVO,BG,Bulgaria,105,,,,,,,,,,01/01/12,16/04/2020,
394,MPHAL D-P GOOD BEROV EOOD,,43.3472616,27.202701,1,HCL,22,,NEW MARKET,BG,Bulgaria,76,,,,,,,,,,01/01/12,16/04/2020,
395,MR IVAN SELIMINSKI AD SLIVEN,,42.6755575,26.3254201,1,KUL.HRISTOTOTEV,1,,GR. SLIVEN,BG,Bulgaria,530,,,,,,,,,,01/01/12,16/04/2020,
396,DR KRO POPOV — KARLOVO EOOD,,42.6451621,24.7989857,1,UL.GEN-MAJOR GURKO MARHOOLEV,3,,KARLOVO,BG,Bulgaria,145,,,,,,,,,,01/01/12,16/04/2020,
397,MPHAL D-F MAJUROOV LTD,,42.5184458,27.4655199,1,K.K.15,,,BURGAS,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
398,MR NIKOLA VASILIEV AD,,42.2794918,22.7006829,1,PL.17-IR JANUARY,1,,KYUSTENDIL,BG,Bulgaria,300,,,,,,,,,,01/01/12,16/04/2020,
399,MR SERGEI ROSTOVZEV EOOD,,41.5307001,25.4124177,1,UL.STEFAN KARACA,1,,MOMCHILGRAD,BG,Bulgaria,70,,,,,,,,,,01/01/12,16/04/2020,
400,DR STMEN ILIEV AD,,43.4035197,23.2356977,1,UL.SIUM VOYVODA,2,,MONTANA,BG,Bulgaria,400,,,,,,,,,,01/01/12,16/04/2020,
401,MR STOYCHO HRISTOV EOOD,,43.0286668,25.0891793,1,UL.STEFAN PASHEV,147,,SEVLIEVO,BG,Bulgaria,110,,,,,,,,,,01/01/12,16/04/2020,
402,MPHAL D-P. TERRESTRIC EOOD,,42.8682034,25.4866183,1,VPR’S SHARE,1,,TRYAVNA,BG,Bulgaria,82,,,,,,,,,,01/01/12,16/04/2020,
403,MPHAL D-P TOTA VENKOVA AD,,42.8706725,25.307318,1,KUL.D-P ILYV CHILD,1,,GR. GABROVO,BG,Bulgaria,320,,,,,,,,,,01/01/12,16/04/2020,
404,MPHAT DULOVO EOOD,,43.8208888,27.1468735,1,VPR,37,,DULOVO,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
405,OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL OF THE EUROPEAN PARLIAMENT AND OF,,43.240658,27.981475,1,"KC.HIGH,  UL.NAYEN REAKOV",2A,,VARNA,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
406,PLOVDIV OOD,,42.1107594,24.7096896,1,CO.COMATUGATE ROAD,79,,PLOVDIV,BG,Bulgaria,148,,,,,,,,,,01/01/12,16/04/2020,
407,ELIN PELIN EOOD,,42.6640481,23.6006284,1,UL.HEALTH,15,,ELIN PELIN,BG,Bulgaria,70,,,,,,,,,,01/01/12,16/04/2020,
408,OMBAL ECULP OOD,,42.1984804,24.3308544,1,PL,19A,,PAZARDZHIK,BG,Bulgaria,73,,,,,,,,,,01/01/12,16/04/2020,
409,M LIFE PLUS EOOD,,41.4656154,25.6461239,1,HCL,2,,KRUMOVGRAD,BG,Bulgaria,63,,,,,,,,,,01/01/12,16/04/2020,
410,WOMEN’S HEALTH — NADEZHDA OOD,,42.6887348,23.2745495,1,UL.BLOC VEST,3,,SOFIA,BG,Bulgaria,132,,,,,,,,,,01/01/12,16/04/2020,
411,MBAL HEALTH — VELINGRAD EOOD,,42.0195532,23.9874351,1,BUL.SINGLE,49,,VELINGRAD,BG,Bulgaria,154,,,,,,,,,,01/01/12,16/04/2020,
412,MPHAL PEEDY OOD,,42.1907862,24.323296,1,MR KUL.KOSTANSTATTIS VELICHKOV,50,,PAZARDZHIK,BG,Bulgaria,167,,,,,,,,,,01/01/12,16/04/2020,
413,"PHE OOD — Health structure “Health” ",,42.1381012,24.7182727,1,UL.STAFF,1A,,PLOVDIV,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
414,MPHAL 2012 OOD,,42.6813608,23.2707596,1,KUL.MAESLO KANEV,4,,SOFIA,BG,Bulgaria,42,,,,,,,,,,01/01/12,16/04/2020,
415,MR IVAN SKENDERV EOOD,,41.5764962,23.7320191,1,UL.STARPA MOUNTAIN,55,,GOTSE DELCHEV,BG,Bulgaria,153,,,,,,,,,,01/01/12,16/04/2020,
416,MAL ISPERIH EOOD,,43.7140613,26.8380976,1,UL.AGINTENEGRO,32,,ISPERIH,BG,Bulgaria,98,,,,,,,,,,01/01/12,16/04/2020,
417,MBAL IHTIMAN EOOD,,42.432817,23.8234234,1,UL.SHAM,30,,IHTIMAN,BG,Bulgaria,68,,,,,,,,,,01/01/12,16/04/2020,
418,MBAL KAVARNA EOOD,,43.4249985,28.3391905,1,UL.VASSILL LEVSKI,36,,KAVARNA,BG,Bulgaria,90,,,,,,,,,,01/01/12,16/04/2020,
419,MBAL KARNOBAT EOOD,,42.6499561,26.9961977,1,UL.STARPA MOUNTAIN,180,,KARNOBAT,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
420,MPHAL CASPELA EOOD,,42.1300972,24.7162932,1,US SOFIA,64,,PLOVDIV,BG,Bulgaria,400,,,,,,,,,,01/01/12,16/04/2020,
421,BIAL KNEJA EOOD,,43.4861822,24.0792096,1,KUL.MARIS BOEV,4,,KNEZHA,BG,Bulgaria,74,,,,,,,,,,01/01/12,16/04/2020,
422,MBAL KUBRAT EOOD,,43.792132,26.5006757,1,UL.CNS BORIS I,12,,KUBRAT,BG,Bulgaria,100,,,,,,,,,,01/01/12,16/04/2020,
423,MPHAT KARDJALI OOD,,41.6456386,25.3719378,1,BUL.TRAKIA,19,,KARDZHALI,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
424,MBAL LAIF HOSITAL EOOD,,42.5275016,27.4679902,1,J.M. DIMITROV DIMOV (PANORAMA ROAD),,,BURGAS,BG,Bulgaria,87,,,,,,,,,,01/01/12,16/04/2020,
425,MPHAT LEVSKI EOOD,,43.3657341,25.1345944,1,UL.NIKOLOA VAPTSAROV,5,,LEVSKY,BG,Bulgaria,75,,,,,,,,,,01/01/12,16/04/2020,
426,MBAL LUKOVIT EOOD,,43.2122137,24.1614676,1,UL.CNS BORIS I,52,,LUKOVIT,BG,Bulgaria,100,,,,,,,,,,01/01/12,16/04/2020,
427,LAB LYULIN EAD,,42.7083822,23.2492483,1,"G.V.LLIN-6,  BUL.D-P PETR DERELIEV",81,,SOFIA,BG,Bulgaria,83,,,,,,,,,,01/01/12,16/04/2020,
428,OMBAL JOBAL AD,,42.1382683,24.7397733,1,UL.PHILAI MACEDONIAN,37,,PLOVDIV,BG,Bulgaria,99,,,,,,,,,,01/01/12,16/04/2020,
429,RUSE LTD.,,43.8492971,25.9523624,1,TAIWAN,43,,RUSE,BG,Bulgaria,140,,,,,,,,,,01/01/12,16/04/2020,
430,ST IVAN RILSKI EOOD,,42.1679203,24.747836,1,BUL.VASSILL LEVSKI,144A-A,,PLOVDIV,BG,Bulgaria,139,,,,,,,,,,01/01/12,16/04/2020,
431,MEDICAL CENTRE — MEDICAL COMPLEX BEROF,,42.4137302,25.6247199,1,UL.GERAAYHCHEV,1,,STARA ZAGORA,BG,Bulgaria,119,,,,,,,,,,01/01/12,16/04/2020,
432,MEZDRA MEZDRA EOOD,,43.1482956,23.708818,1,UL.JNCA SAKASE,33,,MEZDRA,BG,Bulgaria,101,,,,,,,,,,01/01/12,16/04/2020,
433,MPHAN MAL HOUSTUTE OOD,,42.1107673,24.7096896,1,UL.COLOHEVER,,,PLOVDIV,BG,Bulgaria,50,,,,,,,,,,01/01/12,16/04/2020,
434,НАЦИОНАЛНА НАЦИОНАЛНА НАЦИОНАЛНА ООД,,42.424892,25.6175771,1,UL.ST.STAMBOLOV,29,,STARA ZAGORA,BG,Bulgaria,60,,,,,,,,,,01/01/12,16/04/2020,
435,MBAL NIKOPOL EOOD,,43.7063914,24.8966503,1,UL.ALEKSANDER STAMBOLIYSKI,27,,NIKOPOL,BG,Bulgaria,45,,,,,,,,,,01/01/12,16/04/2020,
436,MPHB EAD,,42.7061944,23.2877862,1,KUL.KOCOEGVICA,65,,SOFIA,BG,Bulgaria,311,,,,,,,,,,01/01/12,16/04/2020,
437,OMURTAG EAD,,43.1001525,26.4162397,1,ULEXTRADE,55,,OMURTAG,BG,Bulgaria,124,,,,,,,,,,01/01/12,16/04/2020,
438,MBAL PAVLIKENI EOOD,,43.2366054,25.3151017,1,MR VUL.C.PETROLESKOV,2,,PAVLIKENI,BG,Bulgaria,85,,,,,,,,,,01/01/12,16/04/2020,
439,MPHAT PAZARDZHIK AD,,42.1830711,24.3426293,1,BLUEFIN,15,,PAZARDZHIK,BG,Bulgaria,556,,,,,,,,,,01/01/12,16/04/2020,
440,MBAL PIRDOP EAD,,42.7020315,24.1696429,1,UL.GEORGI BENKOVSKI,24,,PIRDOP,BG,Bulgaria,,,,,,,,,,,01/01/12,16/04/2020,
441,PLOVDIV AD,,42.1586794,24.7171998,1,BUL.BULGARIA,234,,PLOVDIV,BG,Bulgaria,602,,,,,,,,,,01/01/12,16/04/2020,
442,MBAL POMORIE EOOD,,42.5625281,27.6380074,1,UL.PAREQKEV STOYANOV,1,,POMORIE,BG,Bulgaria,62,,,,,,,,,,01/01/12,16/04/2020,
443,MPHAT POPOVO EOOD,,43.3408011,26.2165546,1,KC.ZAPAD,,,POPOVO,BG,Bulgaria,49,,,,,,,,,,01/01/12,16/04/2020,
444,MBAL PROF.,,43.1323173,24.7064388,1,HR DEUCO COREV,27,,LOVECH,BG,Bulgaria,237,,,,,,,,,,01/01/12,16/04/2020,
445,DIMITAR RANEV OOD,,42.0380663,24.3097401,1,PL,42,,PESHTERA,BG,Bulgaria,144,,,,,,,,,,01/01/12,16/04/2020,
446,DR AL. GERCHEV ETROPOLE EOOD,,42.839401,24.000138,1,RON,1,,ETROPOLE,BG,Bulgaria,74,,,,,,,,,,01/01/12,16/04/2020,
447,DR. STOYAN KYRICCH AD,,42.4242327,25.6124783,1,UL.GEN.STOLOETV,2,,STARA ZAGORA,BG,Bulgaria,737,,,,,,,,,,01/01/12,16/04/2020,
448,DR ASEN SHOPOV EOOD,,41.3780967,25.0961208,1,UL.HAN ASPARUCH,21,,ZLATOGRAD,BG,Bulgaria,75,,,,,,,,,,01/01/12,16/04/2020,
