id,hospital_name,site_name,lat,lon,street,house_number,postcode,city,cc,country,emergency,cap_beds,cap_prac,cap_rooms,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date,geo_qual
K924,Pflegewohnhaus Baumgarten - Pflegeanstalt für chronisch Kranke,,48.19699063118642,16.28606670006093,Hütteldorfer Straße,188,1140,Wien,AT,Austria,,313,,,,,,01 910 34 0,,http://www.wienkav.at/kav/gzb/,01/01/20,28/03/2020,
K927,Sonderkrankenanstalt der Justizanstalt Wien-Josefstadt,,48.21374,16.35409,Wickenburggasse,18-22,1082,Wien,AT,Austria,,76,,,,,,01 404 03 358343,,http://www.bmj.gv.at,01/01/20,28/03/2020,
K931,Haus der Barmherzigkeit Seeböckgasse,,48.2185,16.31349,Seeböckgasse,30A,1160,Wien,AT,Austria,,350,,,,,,01 401 99 1326,,http://www.hausderbarmherzigkeit.at,01/01/20,28/03/2020,
K933,Heereskrankenanstalt Wien,,48.29571076490432,16.419492241174435,Brünner Straße,238,1210,Wien,AT,Austria,,25,,,,,,05020110 65115,,,01/01/20,28/03/2020,
K939,Pflegewohnhaus Liesing - Pflegeanstalt für chronisch Kranke,,48.13489,16.28085,Haeckelstraße,1A,1235,Wien,AT,Austria,,322,,,,,,01 86 600 0,,http://www.wienkav.at/kav/pli/,01/01/20,28/03/2020,
K943,Orthopädisches Spital Speising,,48.164068329721324,16.280857062239903,Speisinger Straße,109,1130,Wien,AT,Austria,,262,,,,,GEM,01 801 82 0,,http://www.oss.at,01/01/20,28/03/2020,
K945,Rehabilitationszentrum Meidling der Allgemeinen Unfallversicherungsanstalt,,48.17233,16.3452,Köglergasse,2A,1120,Wien,AT,Austria,,52,,,,,,01 601 50 4000,,http://www.auva.at/rzmeidling,01/01/20,28/03/2020,
K949,Rudolfinerhaus,,48.24331,16.34738,Billrothstraße,78,1190,Wien,AT,Austria,,155,,,,,,01 360 36 0,,http://www.rudolfinerhaus.at,01/01/20,28/03/2020,
K951,Sanatorium Liebhartstal,,48.21663,16.30113,Kollburggasse,6-10,1160,Wien,AT,Austria,,137,,,,,,01 488 07 0,,,01/01/20,28/03/2020,
K952,St. Anna-Kinderspital Zentrum für Kinder- und Jugendheilkunde,,48.21594,16.34434,Kinderspitalgasse,6,1090,Wien,AT,Austria,,119,,,,,KIJU,01 401 70 0,,http://www.stanna.at,01/01/20,28/03/2020,
K954,Wiener Privatklinik,,48.21725528006179,16.348090711581925,Pelikangasse,15,1090,Wien,AT,Austria,,145,,,,,,01 401 80 0,,http://www.wpk.at,01/01/20,28/03/2020,
K955,Krankenhaus Göttlicher Heiland,,48.22759,16.30423,Dornbacher Straße,20-28,1170,Wien,AT,Austria,,274,,,,,"AN, IM",01 400 88 0,,http://www.khgh.at,01/01/20,28/03/2020,
K956,Sozialmedizinisches Zentrum Ost - Donauspital,,48.21902,16.46422,Langobardenstraße,122,1220,Wien,AT,Austria,,954,,,,,"AN, IM, KIJU, KJC, ORTR",01 288 02 0,,http://www.wienkav.at/kav/dsp,01/01/20,28/03/2020,
K957,"Pflegewohnhaus Donaustadt mit sozialmedizinischer Betreuung, Zentrum für Langzeitbeatmung und Appaliker Care Unit",,48.21902,16.46422,Langobardenstraße,122,1220,Wien,AT,Austria,,382,,,,,,01 288 02 0,,http://www.wienkav.at/kav/gzd/,01/01/20,28/03/2020,
K963,Privatklinik Döbling - Vienna International Health Center,,48.23881,16.35859,Heiligenstädter Straße,55-63,1190,Wien,AT,Austria,,160,,,,,,01 360 66 0,,http://www.privatklinik-doebling.at,01/01/20,28/03/2020,
K970,Privatklinik Währing,,48.22238,16.34084,Kreuzgasse,17-19,1180,Wien,AT,Austria,,20,,,,,,650 328 73 37,,http://www.privatklinik-waehring.com,01/01/20,28/03/2020,
K971,"Sozialmedizinisches Zentrum Baumgartner Höhe, Otto Wagner-Spital",,48.206802955882075,16.279600042082002,Baumgartner Höhe,1,1140,Wien,AT,Austria,,600,,,,,"IM, PUL, TCH",01 910 60 0,,http://www.wienkav.at/kav/ows/,01/01/20,28/03/2020,
K973,Neurologisches Rehabilitationszentrum Rosenhügel,,48.15912,16.28347,Rosenhügelstraße,192a,1130,Wien,AT,Austria,,147,,,,,,01 88 032 0,,http://www.nrz.at,01/01/20,28/03/2020,
K975,Haus der Barmherzigkeit Tokiostraße,,48.24687,16.43058,Tokiostraße,4,1220,Wien,AT,Austria,,270,,,,,,,,http://www.hausderbarmherzigkeit.at,01/01/20,28/03/2020,
K976,Krankenhaus Nord,,48.269996527260936,16.404812173300577,Brünner Straße,73,1210,Wien,AT,Austria,,,,,,,,01 277 00 0,,http://www.khnord.at,01/01/20,28/03/2020,
K977,Pflegewohnhaus Meidling - Pflegeanstalt für chronisch Kranke,,48.16591,16.32727,Stüber-Gunther-Gasse,2,1120,Wien,AT,Austria,,256,,,,,,01 80 181 1300,,,01/01/20,28/03/2020,
K978,Pflegewohnhaus Leopoldstadt - Pflegeanstalt für chronisch Kranke,,48.22711,16.39893,Vorgartenstraße,129-143,1020,Wien,AT,Austria,,306,,,,,,01 245 45 0,,,01/01/20,28/03/2020,
K979,Pflegewohnhaus Simmering - Pflegeanstalt für chronisch Kranke,,48.17669,16.41647,Dittmanngasse,5,1110,Wien,AT,Austria,,348,,,,,,01 74084 0,,,01/01/20,28/03/2020,
K980,Pflegewohnhaus Rudolfsheim-Fünfhaus,,48.19673,16.32527,Kardinal-Rauscher-Platz,2,1150,Wien,AT,Austria,,324,,,,,,01 215 35 0,,,01/01/20,28/03/2020,
K981,Pflegewohnhaus Innerfavoriten - Pflegeanstalt für chronisch Kranke,,48.1737,16.36131,Bernhardtstalgasse,32,1100,Wien,AT,Austria,,266,,,,,,01 60806 1301,,,01/01/20,28/03/2020,
K982,Kuzbari Zentrum für ästhetische Medizin,,48.21009,16.36886,Seitzergasse,2-4-6,1010,Wien,AT,Austria,,9,,,,,,01  358 28 70,,http://www.kuzbari.at,01/01/20,28/03/2020,
