hospital_name,site_name,street,house_number,postcode,city,country,cap_beds,cap_prac,cap_rooms,emergency,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date,comments,x,y
HOPITAL DE JOUR LE MOULIN A VENT PERPIGNAN,,RUE DE L'OCCITANIE,41,66000,PERPIGNAN,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,468846600,,,06/03/2020,16/04/2020,,3739020,2202344
HOPITAL DE JOUR MAS NOU CHS THUIR,,AVENUE DU ROUSSILLON,,66301,THUIR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,468846600,,,06/03/2020,16/04/2020,,3725372,2197952
CH PERPIGNAN SMUR ANTENNE ERR,MAISON DE SANTE MEDICALE,RUE DE CAL JOANET,,66800,ERR,France,,,,,Centre Hospitalier (C.H.),public,,,,,06/03/2020,16/04/2020,,3664477,2183269
CH PERPIGNAN ANTENNE SMUR CH PUIGCERDA,,BOULEVARD MERCADER,12,66020,PERPIGNAN,France,,,,,Centre Hospitalier (C.H.),public,,468817800,,,06/03/2020,16/04/2020,,3737508,2204031
SSR PEDIATRIQUE LA PERLE CERDAGNE SITE DU CH PERPIGNAN,,AVENUE DU LANGUEDOC,20,66000,PERPIGNAN,France,,,,,Etablissement de santé privé autorisé en SSR,private,,468616633,,,06/03/2020,16/04/2020,,3737507,2207044
POLE SANTE DU ROUSSILLON SITE BOUFFARD VERCELLI PERPIGNAN,CH PERPIGNAN,RUE DIEGO VELASQUEZ,334,66000,PERPIGNAN,France,,,,,Etablissement de santé privé autorisé en SSR,private,,468618741,,,06/03/2020,16/04/2020,,3737892,2207734
SSR PEDIATRIQUES LES TOUT PETITS,,RUE PROMENADE DE LA GRANGE,3,66760,BOURG MADAME,France,,,,,Etablissement de santé privé autorisé en SSR,private,,468045059,,,06/03/2020,16/04/2020,,3657220,2183398
POLE PEDIATRIQUE DE CERDAGNE HOSPITALISATION TEMPS PARTIEL,,RUE LBN SINAI AVICENNE,2,66330,CABESTANY,France,,,,,Etablissement de santé privé autorisé en SSR,private,,,,,06/03/2020,16/04/2020,,3741373,2203414
SOINS DE SUITE ET DE READAPTATION CLINIQUE AL SOLA,,,,66110,MONTBOLO,France,,,,,Etablissement de santé privé autorisé en SSR,,,468396600,,,06/03/2020,16/04/2020,,3716209,2182720
CENTRE SSR LE VALLESPIR,,RUE DE LA MEDITERRANEE,230,66160,LE BOULOU,France,,,,,Etablissement de santé privé autorisé en SSR,private,,468837045,,,06/03/2020,16/04/2020,,3731102,2184559
CENTRE HELIO MARIN,,AVENUE ALAIN GERBAULT,,66650,BANYULS SUR MER,France,,,,,Etablissement de santé privé autorisé en SSR,private,,468983232,,,06/03/2020,16/04/2020,,3755106,2179277
POLE PEDIATRIQUE DE CERDAGNE,,AVENUE DU CARLIT,2,66340,OSSEJA,France,,,,,Etablissement de santé privé autorisé en SSR,private,,468307200,,,06/03/2020,16/04/2020,,3659388,2180995
CLINIQUE DU SOUFFLE LA SOLANE A OSSEJA,,RUE DES CASTEILLETS,19,66340,OSSEJA,France,,,,,Etablissement de santé privé autorisé en SSR,,,468307474,,,06/03/2020,16/04/2020,,3660290,2181245
MAISON DE REPOS ET DE CONVALESCENCE LE CHATEAU BLEU,,AVENUE PIERRE BERGE,19,66150,ARLES SUR TECH,France,,,,,Etablissement de santé privé autorisé en SSR,private,,468879800,,,06/03/2020,16/04/2020,,3713333,2179865
CLINIQUE DU VALLESPIR,,CHEMIN SAN PLUGET,,66400,CERET,France,,,,,Etablissement de Soins Pluridisciplinaire,,,468871255,,,06/03/2020,16/04/2020,,3724870,2183078
CENTRE READAPTATION FONCTIONNELLE MER AIR SOLEIL,,ROUTE DE PORT VENDRES,,66190,COLLIOURE,France,,,,,Etablissement de santé privé autorisé en SSR,,,468887000,,,06/03/2020,16/04/2020,,3752487,2183683
POLYCLINIQUE MEDITERRANEE (EX CL NOTRE DAME D'ESPERANCE),,AVENUE D'ARGELES,,66100,PERPIGNAN,France,,,,,Etablissement de Soins Pluridisciplinaire,,,468664000,,,06/03/2020,16/04/2020,,3739379,2201753
CLINIQUE MEDICALE MAISON DE REPOS ST JOSEPH DE SUPERVALTECH,CLINIQUE MEDIC. MAISON DE REPOS,RUE ARNAUD DE VILLENEUVE,4,66240,ST ESTEVE,France,,,,,Etablissement de santé privé autorisé en SSR,,,468879090,,,06/03/2020,16/04/2020,,3746435,2210512
CLINIQUE SAINT MICHEL,,AVENUE LOUIS PRAT,25,66500,PRADES,France,,,,,Etablissement de Soins Pluridisciplinaire,,,468966205,,,06/03/2020,16/04/2020,,3698103,2199322
CLINIQUE SAINT PIERRE,,AVENUE DE PRADES,169,66012,PERPIGNAN,France,,,,,Etablissement de Soins Pluridisciplinaire,,,468562626,,,06/03/2020,16/04/2020,,3734142,2204233
SOINS DE SUITE ET READAPTATION SOLEIL CERDAN,,AVENUE DU DOCTEUR CUNNAC,21,66340,OSSEJA,France,,,,,Etablissement de santé privé autorisé en SSR,,,468307530,,,06/03/2020,16/04/2020,,3659738,2180977
CLINIQUE VAL PYRENE,,BOULEVARD FRANCOIS ARAGO,51,66120,FONT ROMEU ODEILLO VIA,France,,,,,Etablissement de santé privé autorisé en SSR,,,468307830,,,06/03/2020,16/04/2020,,3665426,2189755
CLINIQUE SOINS DE SUITE ET DE READAPTATION SUNNY COTTAGE,,AVENUE DE LA RIVIERA,28,66110,AMELIE LES BAINS PALALDA,France,,,,,Etablissement de santé privé autorisé en SSR,,,468390550,,,06/03/2020,16/04/2020,,3716900,2181796
CRF CENTRE HELIO MARIN LE FLORIDE,,AVENUE THALASSA,,66420,LE BARCARES,France,,,,,Etablissement de santé privé autorisé en SSR,,,468866100,,,06/03/2020,16/04/2020,,3751037,2218987
LONG SEJOUR DU CENTRE HOSPITALIER MARECHAL JOFFRE,CCMPPA LA MISERICORDE,AVENUE VICTOR DALBIEZ,,66000,PERPIGNAN,France,,,,,Etablissement de Soins Longue Durée,public,,468857219,,,06/03/2020,16/04/2020,,3736791,2202988
LABORATOIRE DE BIOCHIMIE DU CENTRE HOSPITALIER,,AVENUE DU LANGUEDOC,20,66000,PERPIGNAN,France,,,,,Centre Hospitalier (C.H.),public,,468616633,,,06/03/2020,16/04/2020,,3737507,2207044
LABORATOIRE DU CENTRE DEPARTEMENTAL DE TRANSFUSION SANGUINE,,AVENUE DE LA SALANQUE,55,66000,PERPIGNAN,France,,,,,Centre Hospitalier (C.H.),public,,468614100,,,06/03/2020,16/04/2020,,3737596,2207104
LABORATOIRE D'ANATOMIE PATHOLOGIQUE DU CENTRE HOSPITALIER,,AVENUE DU LANGUEDOC,,66000,PERPIGNAN,France,,,,,Centre Hospitalier (C.H.),public,,468616633,,,06/03/2020,16/04/2020,,3737594,2207371
LONG SEJOUR DU CENTRE HOSPITALIER DE PRADES,,ROUTE DE CATLLAR,8,66501,PRADES,France,,,,,Etablissement de Soins Longue Durée,public,,468054400,,,06/03/2020,16/04/2020,,3698432,2200359
HOPITAL DE JOUR SAINT CHARLES SECTEUR 66 G 05,CH SPECIALISE LEON JEAN GREGORY,CHEMIN D'ORLES,2,66000,PERPIGNAN,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,468855159,,,06/03/2020,16/04/2020,,3734133,2204109
HOSPITALISATION JOUR ARGELES POLE SUD SECTEUR 4 66G04,CH SPECIALISE LEON JEAN GREGORY,RUE DES ROITELETS,4,66700,ARGELES SUR MER,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,468814974,,,06/03/2020,16/04/2020,,3746094,2187330
HOSPITALISATION DE JOUR LA TUILERIE POLE SUD SECTEUR 4 66G04,CH SPECIALISE LEON JEAN GREGORY,RUE DE LA TUILERIE,,66400,CERET,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,468873887,,,06/03/2020,16/04/2020,,3723476,2182709
HJ BOUISSON ELNE POLE CENTRE SECTEUR PERIURBAIN,CH SPECIALISE LEON JEAN GREGORY,ROUTE D'ALENYA,,66200,ELNE,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,468223368,,,06/03/2020,16/04/2020,,3743396,2193213
HJ GUY MALE PRADES POLE NORD OUEST SECTEUR 2 66G02,CH SPECIALISE LEON JEAN GREGORY,BOULEVARD DE LA GARE,,66500,PRADES,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,468964511,,,06/03/2020,16/04/2020,,3699078,2199242
CLINIQUE LA PINEDE CRF SAINT ESTEVE,,ROUTE DE PEYRESTORTES,,66240,ST ESTEVE,France,,,,,Etablissement de santé privé autorisé en SSR,,,468382727,,,06/03/2020,16/04/2020,,3734028,2206626
POLYCLINIQUE MEDIPOLE SAINT ROCH,,AVENUE AMBROISE CROIZAT,,66330,CABESTANY,France,,,,,Etablissement de Soins Pluridisciplinaire,,,468661002,,,06/03/2020,16/04/2020,,3740987,2203416
HOPITAL CIVIL / NOUVEL HOPITAL CIVIL,,PLACE DE L'HOPITAL,1,67091,STRASBOURG,France,,,,,Centre Hospitalier Régional (C.H.R.),public,,388116768,,,06/03/2020,16/04/2020,,4154866,2831851
CENTRE P. STRAUSS-INSTITUT DE CANCEROLOGIE STRASBOURG EUROPE,,RUE ALBERT CALMETTE,17,67033,STRASBOURG,France,,,,,Centre de Lutte Contre Cancer,private,,388252424,,,06/03/2020,16/04/2020,,4151973,2833777
HOPITAL LA GRAFENBOURG,,RUE ALEXANDRE MILLERAND,7,67171,BRUMATH,France,,,,,Centre Hospitalier (C.H.),public,,390291600,,,06/03/2020,16/04/2020,,4153345,2848800
ETABLISSEMENT PUBLIC DE SANTE ALSACE-NORD BRUMATH,ETS PUBLIC DE SANTE ALSACE-NORD,AVENUE DE STRASBOURG,141,67170,BRUMATH,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388646100,,,06/03/2020,16/04/2020,,4152220,2847230
CENTRE HOSPITALIER DE HAGUENAU,,AVENUE DU PROFESSEUR RENE LERICHE,64,67504,HAGUENAU,France,,,,,Centre Hospitalier (C.H.),public,,388063333,,,06/03/2020,16/04/2020,,4157824,2856426
CENTRE HOSPITALIER SAINTE-CATHERINE DE SAVERNE,,COTE DE SAVERNE,19,67703,SAVERNE,France,,,,,Centre Hospitalier (C.H.),public,,388716767,,,06/03/2020,16/04/2020,,4126152,2851751
HOPITAL DU NEUENBERG,,RUE DU PASTEUR HERRMANN,38,67340,INGWILLER,France,,,,,Etablissement de Soins Pluridisciplinaire,private,,388717000,,,06/03/2020,16/04/2020,,4136459,2865336
"CENTRE SSR EN ADDICTOLOGIE ""CHATEAU WALK""",,RUE DU DEPUTE  HALLEZ CS 50155,40,67503,HAGUENAU,France,,,,,Etablissement de santé privé autorisé en SSR,private,,388054720,,,06/03/2020,16/04/2020,,4156939,2855794
CENTRE HOSPITALIER INTERCOMMUNAL DE LA LAUTER,,ROUTE DE WEILER,24,67166,WISSEMBOURG,France,,,,,Centre Hospitalier (C.H.),public,,388541111,,,06/03/2020,16/04/2020,,4169881,2882910
CENTRE HOSPITALIER DÉPARTEMENTAL DE BISCHWILLER,,ROUTE DE STRASBOURG,17,67241,BISCHWILLER,France,,,,,Centre Hospitalier (C.H.),public,,388802222,,,06/03/2020,16/04/2020,,4163392,2851988
HOPITAL LOCAL DE MOLSHEIM,,COUR DES CHARTREUX,5,67120,MOLSHEIM,France,,,,,Centre Hospitalier (C.H.),public,,388497070,,,06/03/2020,16/04/2020,,4135592,2828621
HOPITAL LOCAL DE ROSHEIM,,RUE DU GENERAL DE GAULLE,14,67560,ROSHEIM,France,,,,,Centre Hospitalier (C.H.),public,,388504050,,,06/03/2020,16/04/2020,,4133444,2823395
CENTRE HOSPITALIER DE SELESTAT,,AVENUE LOUIS PASTEUR,23,67606,SELESTAT,France,,,,,Centre Hospitalier (C.H.),public,,388575600,,,06/03/2020,16/04/2020,,4130552,2797702
NOUVEL HOPITAL D'OBERNAI,,AVENUE DU MAIRE GILLMANN,3,67211,OBERNAI,France,,,,,Centre Hospitalier (C.H.),public,,388951400,,,06/03/2020,16/04/2020,,4135170,2819019
HOPITAL LOCAL D'ERSTEIN,,RUE BRULEE,8,67151,ERSTEIN,France,,,,,Centre Hospitalier (C.H.),public,,388646646,,,06/03/2020,16/04/2020,,4147807,2814795
CENTRE HOSPITALIER D'ERSTEIN,,ROUTE DE KRAFFT,13,67152,ERSTEIN,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,390642000,,,06/03/2020,16/04/2020,,4149618,2815568
CLINIQUE DU RIED,,RUE DU CHATEAU D'ANGLETERRE,1,67300,SCHILTIGHEIM,France,,,,,Etablissement de santé privé autorisé en SSR,,,388208420,,,06/03/2020,16/04/2020,,4156654,2836806
CENTRE AUTONOME D'ENDOSCOPIE DIGESTIVE AMBULATOIRE,,RUE DES CIGOGNES,6,67000,STRASBOURG,France,,,,,Etablissement de Soins Médicaux,,,388755354,,,06/03/2020,16/04/2020,,4154588,2833124
ENDOSAV,,QU DU CANAL,4,67700,SAVERNE,France,,,,,Etablissement de Soins Médicaux,,,388910959,,,06/03/2020,16/04/2020,,4127033,2851227
HOPITAL DE JOUR GERIATRIQUE DE SELESTAT,CENTRE HOSPITALIER DE SELESTAT,AVENUE LOUIS PASTEUR,23,67606,SELESTAT,France,,,,,Etablissement de Soins Médicaux,private,,388575555,,,06/03/2020,16/04/2020,,4130552,2797702
HOPITAL DE JOUR LINGOLSHEIM 67 G11 CH ERSTEIN,,RUE DU MARECHAL FOCH,161,67380,LINGOLSHEIM,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,,,,06/03/2020,16/04/2020,,4149221,2829260
HOPITAL DE JOUR PERSONNES AGEES SAVERNE 67 G02 CH EPSAN,VILLA DOLLINGER,COTE DE SAVERNE,19,67700,SAVERNE,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,,,,06/03/2020,16/04/2020,,4126152,2851751
HOPITAL DE JOUR STRASBOURG 67 G04 EPSAN,,RUE BOECKLIN,82,67000,STRASBOURG,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,,,,06/03/2020,16/04/2020,,4157432,2834498
HOPITAL DE JOUR POUR PERSONNES AGEES BISCHHEIM 67 G07 EPSAN,,RUE DES OFFICIERS,20,67800,BISCHHEIM,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,390227450,,,06/03/2020,16/04/2020,,4155291,2835740
HOPITAL DE JOUR MOLSHEIM 67 G06 EPSAN,,RUE DU COMMANDANT SCHWEISGUTH,11,67120,MOLSHEIM,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388387531,,,06/03/2020,16/04/2020,,4136165,2827941
HOPITAL DE JOUR WISSEMBOURG 67 G01 EPSAN,,RUE DE LA LAINE,24,67160,WISSEMBOURG,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388053939,,,06/03/2020,16/04/2020,,4170885,2882664
HOPITAL DE JOUR SCHIRMECK 67 G06 EPSAN,,RUE DES FORGES,8,67130,SCHIRMECK,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388471470,,,06/03/2020,16/04/2020,,4115710,2822709
HOPITAL DE JOUR SCHILTIGHEIM 67 I01 CH EPSAN,,ALLEE ROBERT THEOPHILE DEBUS,8,67300,SCHILTIGHEIM,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388644521,,,06/03/2020,16/04/2020,,4155015,2835377
HOPITAL DE JOUR WISSEMBOURG 67 I01 EPSAN,,RUE DE LA PAIX,12,67160,WISSEMBOURG,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388644690,,,06/03/2020,16/04/2020,,4171254,2882521
MAISON DE SANTE AMRESO BETHEL,,RUE DE LA VICTOIRE,18,67205,OBERHAUSBERGEN,France,,,,,Etablissement de santé privé autorisé en SSR,private,,388561899,,,06/03/2020,16/04/2020,,4150646,2835537
HOPITAL DE JOUR OBERNAI 67 G11 CH ERSTEIN,,RUE DU GENERAL GOURAUD,10,67210,OBERNAI,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,,,,06/03/2020,16/04/2020,,4135405,2819513
CENTRE DE JOUR EN SANTE MENTALE STRASBOURG SUD,,RUE SCHRAG,2,67100,STRASBOURG,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388101200,,,06/03/2020,16/04/2020,,4156202,2828291
CTRE JOUR ENFANT ADOLESCENT ET FAMILLE VALLE DE LA BRUCHE,,ROUTE INDUSTRIELLE DE LA HARDT,2B,67120,MOLSHEIM,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388990220,,,06/03/2020,16/04/2020,,4136414,2827965
HOPITAL DE JOUR 67 G01-HOP DE JOUR 67 I01 BISCHWILLER EPSAN,,RUE DE L'ARTISANAT,4,67240,BISCHWILLER,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388644604,,,06/03/2020,16/04/2020,,4161921,2855257
HOPITAL DE JOUR BRUMATH 67 G05 EPSAN,,AVENUE DE STRASBOURG,108,67170,BRUMATH,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,,,,06/03/2020,16/04/2020,,4152163,2847601
ETABLISSEMENT PUBLIC DE SANTE ALSACE NORD STRASBOURG,,RUE BECQUEREL,20,67200,STRASBOURG,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388646100,,,06/03/2020,16/04/2020,,4152400,2835005
CLINIQUE RHENA ASSOCIATION,,RUE FRANCOIS EPAILLY,10,67000,STRASBOURG,France,,,,,Etablissement de Soins Médicaux,private,,390674362,,,06/03/2020,16/04/2020,,4158148,2831094
CENTRE DE JOUR POUR L'ENFANT ET SA FAMILLE 67 I04 SELESTAT,,BOULEVARD DU MARECHAL FOCH,1,67600,SELESTAT,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,390563390,,,06/03/2020,16/04/2020,,4131641,2797170
HOPITAL CIVIL / INSTITUT HOSPITALO-UNIVERSITAIRE,,PLACE DE L'HOPITAL,1,67091,STRASBOURG,France,,,,,Centre Hospitalier Régional (C.H.R.),public,,,,,06/03/2020,16/04/2020,,4154866,2831851
HOPITAL DE JOUR ABRAPA,,RUE SAINTE ELISABETH,24,67000,STRASBOURG,France,,,,,Etablissement de santé privé autorisé en SSR,private,,,,,06/03/2020,16/04/2020,,4154621,2831905
CRLCC PAUL STRAUSS SITE HUS-HAUTEPIERRE,,AVENUE MOLIERE,1,67200,STRASBOURG,France,,,,,Centre de Lutte Contre Cancer,private,,,,,06/03/2020,16/04/2020,,4151944,2833893
HUS SITE INSTITUT DE CANCEROLOGIE STRASBOURG EUROPE,,RUE ALBERT CALMETTE,17,67200,STRASBOURG,France,,,,,Centre Hospitalier Régional (C.H.R.),public,,,,,06/03/2020,16/04/2020,,4151973,2833777
CENTRE MEDICO-CHIRURGICAL ET OBSTETRICAL,,RUE LOUIS PASTEUR,19,67303,SCHILTIGHEIM,France,,,,,Centre Hospitalier Régional (C.H.R.),public,,388628300,,,06/03/2020,16/04/2020,,4155001,2834455
INSTITUT UNIVERSITAIRE DE READAPTATION CLEMENCEAU STRASBOURG,,BOULEVARD CLEMENCEAU CS 60010,45,67082,STRASBOURG,France,,,,,Etablissement de santé privé autorisé en SSR,private,,388211500,,,06/03/2020,16/04/2020,,4155325,2833496
CLINIQUE DE L'ORANGERIE,,ALLEE DE LA ROBERTSAU,29,67010,STRASBOURG,France,,,,,Etablissement de Soins Pluridisciplinaire,,,826399918,,,06/03/2020,16/04/2020,,4156077,2833009
CLINIQUE SAINTE-BARBE DU GROUPE HOSPITALIER SAINT-VINCENT,GROUPE HOSPITALIER SAINT-VINCENT,RUE DU FAUBOURG NATIONAL,29,67083,STRASBOURG,France,,,,,Etablissement de Soins Pluridisciplinaire,private,,388217000,,,06/03/2020,16/04/2020,,4153890,2832431
CLINIQUE SAINTE-ANNE DU GROUPE HOSPITALIER SAINT-VINCENT,GROUPE HOSPITALIER SAINT-VINCENT,ROUTE DE LA WANTZENAU,182,67085,STRASBOURG,France,,,,,Etablissement de Soins Pluridisciplinaire,private,,388458181,,,06/03/2020,16/04/2020,,4157788,2836009
CLINIQUE SAINT-FRANÇOIS,,RUE COLOME,1,67502,HAGUENAU,France,,,,,Etablissement de Soins Chirurgicaux,private,,388907070,,,06/03/2020,16/04/2020,,4158460,2858704
CLINIQUE SAINTE-ODILE,,RUE DES PREMONTRES,6,67501,HAGUENAU,France,,,,,Etablissement de Soins Pluridisciplinaire,,,388634848,,,06/03/2020,16/04/2020,,4158892,2858561
CENTRE DE SOINS DE SUITE ET DE RÉADAP EN ADDICTO MARIENBRONN,,LD MARIENBRONN,,67250,LOBSANN,France,,,,,Etablissement de santé privé autorisé en SSR,private,,388056840,,,06/03/2020,16/04/2020,,4162722,2874928
CENTRE DE RÉADAPTATION FONCTIONNELLE DE MORSBRONN-LES-BAINS,,ROUTE DE HAGUENAU,12,67360,MORSBRONN LES BAINS,France,,,,,Etablissement de santé privé autorisé en SSR,private,,388098499,,,06/03/2020,16/04/2020,,4155804,2868416
CTRE DE RÉADAPTATION FONCTIONNELLE DE NIEDERBRONN-LES-BAINS,,RUE DU MARECHAL LECLERC,18,67110,NIEDERBRONN LES BAINS,France,,,,,Etablissement de santé privé autorisé en SSR,private,,388808880,,,06/03/2020,16/04/2020,,4148313,2873498
CENTRE MEDICAL CERRAN SITE LIEBFRAUENTHAL,,LIEBFRAUENTHAL,,67360,GOERSDORF,France,,,,,Etablissement de santé privé autorisé en SSR,private,,388095900,,,06/03/2020,16/04/2020,,4156753,2874276
CENTRE DE RÉADAPTATION FONCTIONNELLE DE SCHIRMECK,,RUE DE L'ANCIEN SANATORIUM,32,67133,SCHIRMECK,France,,,,,Etablissement de santé privé autorisé en SSR,private,,388496262,,,06/03/2020,16/04/2020,,4115173,2823157
INSTITUT UNIVERSITAIRE DE READAPTATION CLEMENCEAU ILLKIRCH,,AVENUE ACHILLE BAUMANN,10,67403,ILLKIRCH,France,,,,,Etablissement de santé privé autorisé en SSR,private,,388552000,,,06/03/2020,16/04/2020,,4152802,2827467
HOPITAL DE LA ROBERTSAU / PAVILLON SCHUTZENBERGER,,RUE HIMMERICH,83,67000,STRASBOURG,France,,,,,Centre Hospitalier Régional (C.H.R.),public,,388115511,,,06/03/2020,16/04/2020,,4158066,2834480
HOPITAL DE HAUTEPIERRE,,AVENUE MOLIERE,1,67200,STRASBOURG,France,,,,,Centre Hospitalier Régional (C.H.R.),public,,388116768,,,06/03/2020,16/04/2020,,4151944,2833893
HOPITAL DE L'ELSAU,,RUE CRANACH,15,67200,STRASBOURG,France,,,,,Centre Hospitalier Régional (C.H.R.),public,,388115900,,,06/03/2020,16/04/2020,,4152548,2830588
HUS / CENTRE DE SOINS DENTAIRES,,PLACE DE L'HOPITAL,1,67000,STRASBOURG,France,,,,,Centre Hospitalier Régional (C.H.R.),public,,390243901,,,06/03/2020,16/04/2020,,4154866,2831851
HOPITAL DE JOUR STRASBOURG  67 G08 EPSAN,,RUE DE KOENIGSHOFFEN,5,67000,STRASBOURG,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388230294,,,06/03/2020,16/04/2020,,4153469,2832092
HOPITAL DE JOUR SCHILTIGHEIM 67 G07 EPSAN,,RUE DE WISSEMBOURG,1,67300,SCHILTIGHEIM,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388836736,,,06/03/2020,16/04/2020,,4154903,2835245
HOPITAL DE JOUR SAVERNE 67 G02 EPSAN,,GRAND'RUE,16,67700,SAVERNE,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388712863,,,06/03/2020,16/04/2020,,4126771,2851236
HOPITAL DE JOUR HAGUENAU 67 G03 EPSAN,,RUE DU CHATEAU,1,67500,HAGUENAU,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388732393,,,06/03/2020,16/04/2020,,4158561,2858264
"HOPITAL DE JOUR HAGUENAU ""LES MARMOUSETS B"" 67 I02 EPSAN",LES MARMOUSETS B,RUE DE L'AQUEDUC,12,67500,HAGUENAU,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388931023,,,06/03/2020,16/04/2020,,4157914,2857687
CENTRE DE PLANIFICATION DU CENTRE HOSPITALIER DE SAVERNE,,COTE DE SAVERNE,19,67700,SAVERNE,France,,,,,Centre Hospitalier (C.H.),public,,388716517,,,06/03/2020,16/04/2020,,4126152,2851751
HOPITAL DE JOUR POUR PERSONNES AGEES MOLSHEIM 67 G06 EPSAN,,RUE DU GENERAL LECLERC,20,67120,MOLSHEIM,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388387531,,,06/03/2020,16/04/2020,,4135603,2828368
"HOPITAL DE JOUR SAVERNE ""LA RIBAMBELLE"" 67 I02 EPSAN",LA RIBAMBELLE,RUE EDMOND ABOUT,6,67700,SAVERNE,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388018608,,,06/03/2020,16/04/2020,,4126387,2851565
SOINS DE LONGUE DUREE DU CH SAINTE-CATHERINE DE SAVERNE,,COTE DE SAVERNE,19,67700,SAVERNE,France,,,,,Etablissement de Soins Longue Durée,public,,388716604,,,06/03/2020,16/04/2020,,4126152,2851751
HOPITAL DE JOUR ILLKIRCH 67 G10 CH ERSTEIN,,RUE DES JARDINS,2,67400,ILLKIRCH GRAFFENSTADEN,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388670111,,,06/03/2020,16/04/2020,,4152470,2826825
HOPITAL DE JOUR SELESTAT 67 G12 CH ERSTEIN,,AVENUE DE LA LIBERTE,11,67600,SELESTAT,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388929717,,,06/03/2020,16/04/2020,,4131610,2797147
SOINS DE LONGUE DUREE DU CENTRE HOSPITALIER DE HAGUENAU,,AVENUE DU PROFESSEUR RENE LERICHE,64,67504,HAGUENAU,France,,,,,Etablissement de Soins Longue Durée,public,,388063333,,,06/03/2020,16/04/2020,,4157824,2856426
CENTRE DE PLANIFICATION FAMILIALE DU CH DE HAGUENAU,,AVENUE DU PROFESSEUR RENE LERICHE,64,67504,HAGUENAU,France,,,,,Centre Hospitalier (C.H.),public,,388063333,,,06/03/2020,16/04/2020,,4157824,2856426
USLD LA MAISON DU DR OBERKIRCH - POLE GERIATRIQUE,,AVENUE LOUIS PASTEUR,23,67606,SELESTAT,France,,,,,Etablissement de Soins Longue Durée,public,,388575555,,,06/03/2020,16/04/2020,,4130552,2797702
CENTRE DE PLANIFICATION FAMILIALE DU C.H. DE WISSEMBOURG,,ROUTE WEILER,24,67166,WISSEMBOURG,France,,,,,Centre Hospitalier (C.H.),public,,388541111,,,06/03/2020,16/04/2020,,4169881,2882910
SOINS DE LONGUE DUREE DU CENTRE HOSPIT DEPT DE BISCHWILLER,RESIDENCE LES JARDINS D'EMERAUDE,ROUTE DE STRASBOURG,17,67241,BISCHWILLER,France,,,,,Etablissement de Soins Longue Durée,public,,388802222,,,06/03/2020,16/04/2020,,4163392,2851988
USLD HOPITAL LA GRAFENBOURG,,RUE ALEXANDRE MILLERAND,7,67171,BRUMATH,France,,,,,Etablissement de Soins Longue Durée,public,,390291600,,,06/03/2020,16/04/2020,,4153345,2848800
SERVICE SOINS LONGUE DUREE HOPITAL LOCAL DE MOLSHEIM,,COUR DES CHARTREUX,5,67120,MOLSHEIM,France,,,,,Etablissement de Soins Longue Durée,public,,388497070,,,06/03/2020,16/04/2020,,4135592,2828621
